name,from,to,phases,length,units_code,zaa_re,zaa_im,zab_re,zab_im,zac_re,zac_im,zba_re,zba_im,zbb_re,zbb_im,zbc_re,zbc_im,zca_re,zca_im,zcb_re,zcb_im,zcc_re,zcc_im
650632,rg60,632,ABC,2000.0,5,0.037171717171717175,0.08155303030303031,0.015202020202020205,0.035871212121212116,0.015202020202020205,0.035871212121212116,0.015202020202020205,0.035871212121212116,0.037171717171717175,0.08155303030303031,0.015202020202020205,0.035871212121212116,0.015202020202020205,0.035871212121212116,0.015202020202020205,0.035871212121212116,0.037171717171717175,0.08155303030303031
632670,632,670,ABC,667.0,5,0.012396767676767678,0.027197935606060607,0.005069873737373738,0.011963049242424242,0.005069873737373738,0.011963049242424242,0.005069873737373738,0.011963049242424242,0.012396767676767678,0.027197935606060607,0.005069873737373738,0.011963049242424242,0.005069873737373738,0.011963049242424242,0.005069873737373738,0.011963049242424242,0.012396767676767678,0.027197935606060607
670671,670,671,ABC,1333.0,5,0.024774949494949496,0.0543550946969697,0.010132146464646467,0.023908162878787876,0.010132146464646467,0.023908162878787876,0.010132146464646467,0.023908162878787876,0.024774949494949496,0.0543550946969697,0.010132146464646467,0.023908162878787876,0.010132146464646467,0.023908162878787876,0.010132146464646467,0.023908162878787876,0.024774949494949496,0.0543550946969697
671680,671,680,ABC,1000.0,5,0.018585858585858588,0.040776515151515154,0.007601010101010102,0.017935606060606058,0.007601010101010102,0.017935606060606058,0.007601010101010102,0.017935606060606058,0.018585858585858588,0.040776515151515154,0.007601010101010102,0.017935606060606058,0.007601010101010102,0.017935606060606058,0.007601010101010102,0.017935606060606058,0.018585858585858588,0.040776515151515154
632633,632,633,ABC,500.0,5,0.009292929292929294,0.020388257575757577,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.009292929292929294,0.020388257575757577,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.009292929292929294,0.020388257575757577
632645,632,645,BC,500.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009292929292929294,0.020388257575757577,0.003800505050505051,0.008967803030303029,0.0,0.0,0.003800505050505051,0.008967803030303029,0.009292929292929294,0.020388257575757577
645646,645,646,BC,300.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005575757575757576,0.012232954545454545,0.002280303030303031,0.0053806818181818174,0.0,0.0,0.002280303030303031,0.0053806818181818174,0.005575757575757576,0.012232954545454545
692675,692,675,ABC,500.0,5,0.009292929292929294,0.020388257575757577,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.009292929292929294,0.020388257575757577,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.003800505050505051,0.008967803030303029,0.009292929292929294,0.020388257575757577
671684,671,684,AC,300.0,5,0.005575757575757576,0.012232954545454545,0.0,0.0,0.002280303030303031,0.0053806818181818174,0.0,0.0,0.0,0.0,0.0,0.0,0.002280303030303031,0.0053806818181818174,0.0,0.0,0.005575757575757576,0.012232954545454545
684611,684,611,C,300.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003295454545454546,0.006852272727272726
684652,684,652,A,800.0,5,0.008787878787878789,0.01827272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671692,671,692,ABC,0.001,0,1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000001e-07,0.0
